business_id,industry_type,annual_revenue,total_expenses,loan_amount,emi_amount,gst_compliance_status,current_ratio,quick_ratio,debt_equity_ratio,dscr,roce,financial_health_score,risk_category,ai_recommendation
SME_176,Manufacturing,20654994,36581576,16072552,18939,Non-Compliant,1.54,0.8,3.01,1.92,-3.65,23.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_177,E-commerce,28195858,30738208,9805436,18689,Non-Compliant,1.5,0.47,4.12,3.63,2.51,45.0,Medium Risk,Optimize working capital and control operational costs
SME_178,Retail,13420739,3225896,19191381,7619,Non-Compliant,3.14,0.38,3.94,3.41,-5.76,51.0,Medium Risk,Optimize working capital and control operational costs
SME_179,Agriculture,49782339,38891224,7204776,9280,Non-Compliant,0.78,1.86,2.31,3.56,-9.25,42.0,Medium Risk,Optimize working capital and control operational costs
SME_180,Retail,8226890,10827148,19986039,2642,Non-Compliant,0.79,2.51,2.03,2.5,22.19,99.0,Low Risk,Eligible for growth investment or working capital loan
SME_181,Retail,23174714,5276872,5051646,9369,Non-Compliant,1.35,2.6,1.59,1.98,-4.48,51.0,Medium Risk,Optimize working capital and control operational costs
SME_182,Retail,8857956,19797196,3625654,14296,Non-Compliant,0.47,1.5,3.26,1.19,21.04,49.0,Medium Risk,Optimize working capital and control operational costs
SME_183,Services,42258730,32335646,285711,15438,Compliant,0.88,2.4,1.36,4.14,21.9,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_184,Agriculture,26054173,17898600,9511997,15674,Non-Compliant,3.39,2.85,1.2,3.08,11.52,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_185,Retail,9951337,15499203,17353135,4757,Non-Compliant,1.67,0.97,1.67,2.28,2.39,57.0,Medium Risk,Optimize working capital and control operational costs
SME_186,E-commerce,23120709,42862817,14689949,2994,Non-Compliant,2.32,1.31,0.88,4.73,-4.2,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_187,Logistics,37440933,16720131,9241354,15226,Delayed,2.62,2.81,3.16,0.33,19.47,80.0,Low Risk,Eligible for growth investment or working capital loan
SME_188,Retail,44422119,3287698,13958719,1271,Compliant,1.47,1.15,2.81,4.27,14.06,98.0,Low Risk,Eligible for growth investment or working capital loan
SME_189,Services,7895350,12817420,422381,1813,Compliant,0.77,2.76,2.22,4.99,16.22,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_190,Agriculture,38642766,4431464,17753649,18845,Compliant,0.96,2.95,1.82,4.45,-9.65,73.0,Low Risk,Eligible for growth investment or working capital loan
SME_191,Services,29188729,20567958,13043156,8475,Non-Compliant,1.3,2.05,4.1,4.07,27.1,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_192,Retail,42519117,41312236,11059860,4396,Non-Compliant,2.34,2.49,0.23,1.93,-7.35,72.0,Low Risk,Eligible for growth investment or working capital loan
SME_193,Agriculture,24445578,23310282,4900164,9283,Delayed,1.57,2.3,3.48,1.23,4.67,40.0,Medium Risk,Optimize working capital and control operational costs
SME_194,Logistics,24562169,3287296,9909551,13318,Compliant,0.32,2.16,4.07,3.7,6.11,53.0,Medium Risk,Optimize working capital and control operational costs
SME_195,Retail,35309996,36691014,13952275,17200,Non-Compliant,1.97,1.06,2.06,1.59,-9.95,24.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_196,Services,25791709,25133272,6336356,82,Compliant,3.25,0.36,2.52,0.96,9.88,61.0,Medium Risk,Optimize working capital and control operational costs
SME_197,Manufacturing,30756337,1500500,17178283,1920,Delayed,2.9,1.16,4.26,3.95,20.11,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_198,E-commerce,9430264,22771392,13704180,7817,Delayed,2.94,2.07,1.03,1.63,22.93,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_199,Services,26336512,30836427,460796,11683,Delayed,2.84,0.49,2.39,4.58,25.18,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_200,Agriculture,11173774,2361977,7740616,11336,Compliant,1.34,0.23,2.19,4.22,9.51,83.0,Low Risk,Eligible for growth investment or working capital loan
SME_201,Retail,32049031,24227142,14503356,15596,Non-Compliant,2.75,0.59,1.24,4.25,15.23,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_202,E-commerce,44494571,4432654,5994376,2093,Non-Compliant,0.76,2.2,3.7,3.88,-6.82,41.0,Medium Risk,Optimize working capital and control operational costs
SME_203,Retail,36846859,34618900,5858338,12905,Delayed,2.4,2.92,4.06,4.42,9.52,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_204,Agriculture,11809411,23677458,4989904,8367,Non-Compliant,2.35,2.95,3.54,4.05,-3.81,82.0,Low Risk,Eligible for growth investment or working capital loan
SME_205,Retail,39802467,7378140,9392609,5285,Delayed,0.38,1.58,0.96,3.05,4.79,67.0,Medium Risk,Optimize working capital and control operational costs
SME_206,Manufacturing,38444452,12148768,17089239,10896,Compliant,2.82,2.63,0.48,1.55,3.17,93.0,Low Risk,Eligible for growth investment or working capital loan
SME_207,E-commerce,3181719,14011312,11594207,4937,Delayed,3.19,2.26,2.76,4.45,6.94,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_208,E-commerce,32272452,30118818,6270016,16753,Compliant,1.16,1.6,0.35,4.22,12.87,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_209,Agriculture,18167911,36991531,7320583,18202,Delayed,2.9,1.8,3.06,2.42,26.12,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_210,Manufacturing,46637470,38782858,7822636,18485,Non-Compliant,0.56,0.58,2.43,0.29,5.78,6.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_211,Services,24644880,42055138,3177902,12977,Non-Compliant,2.22,2.83,3.02,3.23,29.25,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_212,Retail,28080296,8779341,17532327,19874,Delayed,1.85,1.19,2.7,0.35,20.36,59.0,Medium Risk,Optimize working capital and control operational costs
SME_213,Logistics,10188053,43845065,19097931,18163,Non-Compliant,2.05,1.45,1.96,4.64,10.46,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_214,Retail,9387324,40533569,19012021,7674,Non-Compliant,3.26,2.08,0.98,4.81,15.76,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_215,Retail,45584109,44934701,15014061,17748,Non-Compliant,3.09,1.13,1.45,1.03,-5.91,47.0,Medium Risk,Optimize working capital and control operational costs
SME_216,Services,16363509,2312584,1899054,3676,Compliant,2.81,0.91,2.41,3.41,23.78,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_217,Retail,19553322,20954754,1550184,2426,Non-Compliant,1.18,1.97,2.97,0.55,13.29,43.0,Medium Risk,Optimize working capital and control operational costs
SME_218,Manufacturing,17091661,17402265,8153113,2962,Compliant,3.22,0.27,3.53,3.67,29.44,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_219,Manufacturing,7075716,15246767,3273523,859,Delayed,0.61,2.22,3.48,1.8,15.46,54.0,Medium Risk,Optimize working capital and control operational costs
SME_220,E-commerce,2502324,15077441,12007956,12048,Non-Compliant,3.03,1.64,4.38,3.44,23.36,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_221,Agriculture,40316537,34701851,13136003,4138,Non-Compliant,1.35,1.9,1.36,1.93,21.99,99.0,Low Risk,Eligible for growth investment or working capital loan
SME_222,Logistics,46770061,43422964,19547958,2424,Non-Compliant,0.47,1.97,0.41,0.81,3.82,42.0,Medium Risk,Optimize working capital and control operational costs
SME_223,Retail,40725750,5838684,19547590,10409,Delayed,2.44,1.68,1.62,2.09,0.38,69.0,Medium Risk,Optimize working capital and control operational costs
SME_224,Retail,17771808,22715019,11434523,4017,Compliant,1.04,1.83,3.37,0.65,7.22,24.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_225,Services,45688926,36335364,7296405,10451,Compliant,1.08,2.11,2.03,2.93,8.69,78.0,Low Risk,Eligible for growth investment or working capital loan
SME_226,Agriculture,14299990,35609185,14139308,10278,Non-Compliant,1.28,2.31,3.7,0.3,-0.4,9.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_227,Manufacturing,37632658,9193380,8659522,10996,Delayed,0.5,2.24,2.52,2.68,25.78,96.0,Low Risk,Eligible for growth investment or working capital loan
SME_228,Logistics,36481972,10504107,16264021,1134,Delayed,0.87,2.63,4.19,4.44,11.7,87.0,Low Risk,Eligible for growth investment or working capital loan
SME_229,E-commerce,18992846,34525539,17811802,5119,Delayed,0.32,0.73,4.27,4.21,29.14,91.0,Low Risk,Eligible for growth investment or working capital loan
SME_230,Manufacturing,34372840,16464554,6040502,5694,Delayed,1.73,1.32,0.4,4.43,22.4,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_231,Agriculture,42911316,11305942,14319175,4164,Delayed,0.57,2.85,2.11,4.62,12.23,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_232,E-commerce,30875048,2486213,5547094,18730,Compliant,2.48,1.31,2.78,0.61,27.88,87.0,Low Risk,Eligible for growth investment or working capital loan
SME_233,Services,11043305,10702330,3100581,5039,Compliant,1.05,0.55,1.23,0.73,10.19,40.0,Medium Risk,Optimize working capital and control operational costs
SME_234,Services,26177235,24491050,2661637,14631,Compliant,3.32,1.67,1.89,2.83,25.48,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_235,Retail,28588632,11599468,3672277,10442,Non-Compliant,3.09,0.51,3.08,4.48,4.33,97.0,Low Risk,Eligible for growth investment or working capital loan
SME_236,Agriculture,20394388,42891924,18861720,8252,Delayed,1.23,0.77,1.1,4.87,5.15,98.0,Low Risk,Eligible for growth investment or working capital loan
SME_237,Logistics,43327417,35953686,12545745,17721,Non-Compliant,2.81,3.0,2.75,0.33,6.73,63.0,Medium Risk,Optimize working capital and control operational costs
SME_238,E-commerce,23581896,38999274,10643344,17568,Delayed,2.87,1.72,3.17,1.84,11.87,80.0,Low Risk,Eligible for growth investment or working capital loan
SME_239,Manufacturing,21512258,32882294,3021372,1551,Compliant,3.46,1.0,0.5,1.14,12.14,98.0,Low Risk,Eligible for growth investment or working capital loan
SME_240,Agriculture,32899934,26553295,16077579,12625,Non-Compliant,2.21,2.99,2.29,3.8,9.86,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_241,Agriculture,35953171,29819310,10776837,1629,Compliant,0.56,2.91,1.26,3.24,2.24,78.0,Low Risk,Eligible for growth investment or working capital loan
SME_242,Services,26895160,38110964,4854042,17910,Delayed,2.37,1.43,3.29,0.69,27.09,81.0,Low Risk,Eligible for growth investment or working capital loan
SME_243,Retail,18294649,32206587,19248594,1361,Delayed,2.3,0.93,0.93,2.47,13.54,99.0,Low Risk,Eligible for growth investment or working capital loan
SME_244,Retail,5161029,6992910,14503291,4370,Delayed,2.34,2.55,4.03,3.46,6.31,85.0,Low Risk,Eligible for growth investment or working capital loan
SME_245,E-commerce,11649697,39515544,3830121,5283,Compliant,1.28,2.2,2.0,3.92,16.05,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_246,Services,14257649,22560074,11951552,7610,Delayed,3.05,2.12,0.97,0.2,20.72,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_247,Agriculture,13927105,22194866,13838428,10558,Compliant,3.37,2.7,2.03,4.46,28.43,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_248,Logistics,38910879,41864131,18130540,14924,Non-Compliant,1.0,2.13,1.9,2.89,9.98,81.0,Low Risk,Eligible for growth investment or working capital loan
SME_249,Services,25646282,34212949,3372455,14839,Delayed,0.58,0.99,1.99,4.08,-5.52,49.0,Medium Risk,Optimize working capital and control operational costs
SME_250,E-commerce,7357658,30715282,4268173,11949,Delayed,0.92,2.14,2.68,4.06,7.63,85.0,Low Risk,Eligible for growth investment or working capital loan
SME_251,E-commerce,28415002,33345953,6034722,10626,Delayed,2.93,1.06,2.39,1.03,9.16,64.0,Medium Risk,Optimize working capital and control operational costs
SME_252,Services,1496530,43700173,9258415,1993,Non-Compliant,2.47,2.33,0.76,0.64,25.88,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_253,E-commerce,19878839,6828540,16611127,869,Delayed,2.34,1.94,0.39,3.63,5.79,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_254,Services,40285651,34659907,4070028,1014,Compliant,1.59,0.42,3.31,0.87,28.13,64.0,Medium Risk,Optimize working capital and control operational costs
SME_255,Manufacturing,11792148,29505135,11053104,10103,Compliant,2.15,1.64,2.56,4.26,9.41,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_256,Services,37419127,32439284,11260784,16986,Delayed,1.29,1.16,1.68,3.66,28.95,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_257,Services,13466064,15960243,1369277,12013,Delayed,1.83,1.12,3.66,4.22,-9.67,46.0,Medium Risk,Optimize working capital and control operational costs
SME_258,E-commerce,11080030,33603868,749971,690,Non-Compliant,2.84,1.89,1.81,1.57,25.95,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_259,E-commerce,31699893,26817902,15711072,16873,Non-Compliant,3.44,1.1,3.6,1.65,27.24,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_260,Retail,6286265,4738843,12554841,10748,Non-Compliant,3.28,2.38,1.45,3.39,28.44,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_261,Retail,41541777,34378658,8222502,8024,Delayed,3.29,0.4,0.42,0.25,-9.48,34.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_262,Manufacturing,31799028,12456199,4460276,16678,Non-Compliant,1.59,2.05,4.2,3.66,-3.13,51.0,Medium Risk,Optimize working capital and control operational costs
SME_263,Retail,26961126,4517923,7456688,5488,Non-Compliant,1.8,2.47,1.84,4.2,16.15,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_264,Services,29668464,40258177,19010922,11035,Compliant,2.56,2.08,3.59,2.13,-8.98,37.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_265,E-commerce,34624883,30460464,8874365,19296,Non-Compliant,3.25,1.59,1.33,3.85,-7.46,94.0,Low Risk,Eligible for growth investment or working capital loan
SME_266,Retail,25685640,34653388,18831592,18257,Compliant,0.75,2.86,2.94,0.96,-1.16,23.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_267,Retail,35021776,31749379,17962327,12855,Compliant,1.27,1.04,3.94,1.68,10.5,36.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_268,Manufacturing,45298099,29846493,4961828,19642,Non-Compliant,0.75,0.25,0.28,4.87,11.84,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_269,Agriculture,36466581,40233034,14226224,2817,Compliant,2.26,1.41,3.75,4.93,-8.63,67.0,Medium Risk,Optimize working capital and control operational costs
SME_270,Manufacturing,5898869,40097758,19170135,4458,Delayed,1.28,0.29,2.61,2.61,-3.19,29.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_271,Services,31529723,575211,1500948,5307,Delayed,1.34,2.87,2.77,4.68,9.99,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_272,E-commerce,16905566,41474249,6327090,8933,Non-Compliant,0.53,0.79,2.4,2.66,13.76,59.0,Medium Risk,Optimize working capital and control operational costs
SME_273,Manufacturing,9927504,12881574,19185846,18425,Delayed,1.42,2.41,3.95,1.53,-4.06,21.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_274,Retail,12186214,41367052,5837196,17063,Compliant,3.06,2.37,0.29,1.41,5.95,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_275,E-commerce,7522336,25831622,15226559,10659,Delayed,1.05,0.81,1.25,4.65,26.18,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_276,E-commerce,20155820,21068329,2702994,5738,Non-Compliant,2.52,1.94,3.95,0.94,29.96,92.0,Low Risk,Eligible for growth investment or working capital loan
SME_277,Retail,29246717,28586921,5557805,5668,Non-Compliant,2.31,0.33,3.41,2.94,29.49,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_278,Manufacturing,21605074,42498723,4902444,14427,Compliant,3.06,1.55,0.18,2.82,25.27,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_279,Retail,29622426,11792083,16969728,7697,Non-Compliant,0.72,0.24,2.37,3.72,5.79,57.0,Medium Risk,Optimize working capital and control operational costs
SME_280,Agriculture,12985559,38685173,14163986,16446,Delayed,3.43,2.78,2.43,2.55,17.46,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_281,E-commerce,32408562,39559558,5845447,7829,Non-Compliant,2.16,2.93,1.86,1.43,6.66,78.0,Low Risk,Eligible for growth investment or working capital loan
SME_282,Logistics,24710749,14352821,13293556,10751,Compliant,3.49,0.82,1.41,0.93,15.94,92.0,Low Risk,Eligible for growth investment or working capital loan
SME_283,Logistics,9152831,14794752,1549420,13450,Non-Compliant,3.22,0.78,3.1,3.14,2.38,77.0,Low Risk,Eligible for growth investment or working capital loan
SME_284,Services,14191164,35409897,11737532,7352,Delayed,1.01,2.31,1.01,3.62,14.25,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_285,Retail,23261900,12981422,14937388,13516,Compliant,0.48,0.91,3.62,2.89,10.95,45.0,Medium Risk,Optimize working capital and control operational costs
SME_286,Retail,12207868,11498252,8312934,8326,Delayed,1.12,2.71,3.63,3.72,-9.02,45.0,Medium Risk,Optimize working capital and control operational costs
SME_287,Services,14746173,34166262,3900379,3644,Compliant,1.99,1.81,1.93,0.79,21.63,84.0,Low Risk,Eligible for growth investment or working capital loan
SME_288,Services,36748719,29128437,3804409,8003,Non-Compliant,0.85,1.18,1.35,4.42,-9.52,58.0,Medium Risk,Optimize working capital and control operational costs
SME_289,Services,10555079,39941461,11353540,3278,Compliant,0.84,2.53,1.35,2.95,1.73,72.0,Low Risk,Eligible for growth investment or working capital loan
SME_290,E-commerce,40566066,40471048,6722055,7296,Compliant,1.78,1.58,2.22,0.72,-9.76,12.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_291,Agriculture,14281009,38710408,15056024,3074,Non-Compliant,0.41,2.75,3.27,2.36,5.05,46.0,Medium Risk,Optimize working capital and control operational costs
SME_292,Retail,43031405,26087822,15414106,13261,Delayed,0.69,2.8,1.68,4.24,-7.47,70.0,Low Risk,Eligible for growth investment or working capital loan
SME_293,E-commerce,47462034,7297673,9035949,11173,Non-Compliant,1.63,0.66,2.78,4.5,26.54,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_294,Services,1203662,12848727,18298198,8312,Compliant,0.5,0.21,1.78,1.4,6.63,26.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_295,Retail,38146529,20923385,6281646,1637,Non-Compliant,1.57,2.96,1.44,3.59,8.38,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_296,E-commerce,14269205,6402296,6426288,13652,Compliant,1.82,2.74,0.21,0.59,3.99,69.0,Medium Risk,Optimize working capital and control operational costs
SME_297,Agriculture,14513403,40764615,9590446,5103,Non-Compliant,1.74,0.36,0.12,0.26,15.1,63.0,Medium Risk,Optimize working capital and control operational costs
SME_298,E-commerce,44042641,18952983,18941779,17028,Non-Compliant,3.08,2.53,1.1,2.85,21.38,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_299,Agriculture,40148899,41938255,5281091,2032,Delayed,2.0,1.48,1.89,3.5,15.93,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_300,Services,43677856,42327728,4408285,2761,Compliant,1.8,0.93,3.85,4.0,19.93,98.0,Low Risk,Eligible for growth investment or working capital loan
SME_301,Agriculture,27291175,11118361,14945952,15195,Delayed,1.61,2.66,3.61,1.77,26.24,94.0,Low Risk,Eligible for growth investment or working capital loan
SME_302,Retail,10853564,24645082,13363838,18452,Compliant,2.92,0.75,1.28,0.13,24.54,90.0,Low Risk,Eligible for growth investment or working capital loan
SME_303,Services,37503110,22671555,8012369,16625,Non-Compliant,3.16,2.85,1.18,2.45,16.96,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_304,Retail,14442402,39832241,16481938,2668,Compliant,3.03,0.78,1.1,0.18,-1.41,42.0,Medium Risk,Optimize working capital and control operational costs
SME_305,Logistics,29176873,43840658,11044590,14638,Delayed,2.46,1.92,1.59,0.55,15.51,79.0,Low Risk,Eligible for growth investment or working capital loan
SME_306,Manufacturing,22488809,32286947,11633575,15954,Delayed,0.74,0.82,2.29,1.7,10.24,42.0,Medium Risk,Optimize working capital and control operational costs
SME_307,Agriculture,29729010,8402619,5059667,17186,Delayed,1.19,1.73,2.03,2.24,18.69,86.0,Low Risk,Eligible for growth investment or working capital loan
SME_308,Manufacturing,14993549,8067857,8090736,12356,Compliant,0.45,2.12,1.06,1.47,23.32,86.0,Low Risk,Eligible for growth investment or working capital loan
SME_309,Manufacturing,47544769,4828690,2985696,195,Delayed,3.28,0.73,0.67,2.95,19.71,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_310,Agriculture,11169435,39393865,8826233,2187,Delayed,2.41,1.66,0.16,0.37,23.86,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_311,Services,17142016,9289782,3301106,11707,Delayed,2.69,1.51,0.78,0.81,-7.45,45.0,Medium Risk,Optimize working capital and control operational costs
SME_312,Logistics,42424694,36836209,13781646,2330,Non-Compliant,1.3,0.4,3.2,3.51,-8.74,27.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_313,Retail,44228950,4096176,18149286,3606,Non-Compliant,3.01,2.49,1.17,0.8,0.34,71.0,Low Risk,Eligible for growth investment or working capital loan
SME_314,E-commerce,33222310,11132002,19370942,60,Compliant,1.13,1.14,2.16,3.23,26.03,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_315,Retail,11984508,42854123,10930625,14387,Compliant,0.31,1.81,2.7,0.37,22.95,47.0,Medium Risk,Optimize working capital and control operational costs
SME_316,E-commerce,7949607,15097697,9958665,3927,Delayed,1.5,1.64,4.0,2.1,17.31,65.0,Medium Risk,Optimize working capital and control operational costs
SME_317,Retail,49767520,18189600,9249677,6296,Non-Compliant,2.13,1.64,4.01,0.97,18.03,59.0,Medium Risk,Optimize working capital and control operational costs
SME_318,Agriculture,21320280,18044180,14102737,13622,Delayed,1.83,0.5,3.38,0.64,19.07,46.0,Medium Risk,Optimize working capital and control operational costs
SME_319,Logistics,14339094,8837712,13737336,14125,Delayed,3.06,1.39,0.25,2.88,27.7,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_320,E-commerce,17201250,28622101,14477978,2591,Non-Compliant,0.64,1.47,2.63,4.65,23.29,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_321,Services,37492982,34818095,17247745,12127,Non-Compliant,2.07,2.25,3.56,0.37,14.94,53.0,Medium Risk,Optimize working capital and control operational costs
SME_322,Retail,576218,6183182,16938661,15748,Non-Compliant,1.94,2.55,0.18,2.17,16.63,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_323,Retail,24156190,13547590,3834242,6121,Compliant,1.2,1.73,2.52,3.57,-1.45,61.0,Medium Risk,Optimize working capital and control operational costs
SME_324,E-commerce,18047260,29965896,11671439,1200,Compliant,2.93,0.44,3.87,2.37,16.29,78.0,Low Risk,Eligible for growth investment or working capital loan
SME_325,Services,6079079,1606861,6494503,15721,Delayed,2.71,0.86,2.19,4.05,6.99,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_326,Services,44989781,30531276,16725072,19238,Compliant,2.65,0.66,0.12,0.98,-3.88,52.0,Medium Risk,Optimize working capital and control operational costs
SME_327,Agriculture,48372760,3519612,684029,11087,Non-Compliant,3.1,0.55,0.15,4.8,22.26,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_328,Agriculture,13561358,5336600,5337355,6972,Non-Compliant,2.61,1.22,1.93,1.99,10.41,83.0,Low Risk,Eligible for growth investment or working capital loan
SME_329,Agriculture,30322180,15048065,15206634,136,Compliant,1.04,0.84,0.78,1.77,29.1,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_330,Agriculture,29145954,38690751,6981440,17413,Delayed,2.56,0.81,3.02,4.39,1.27,85.0,Low Risk,Eligible for growth investment or working capital loan
SME_331,Agriculture,42790779,14560134,3999694,15346,Delayed,1.28,0.35,3.22,2.86,9.23,52.0,Medium Risk,Optimize working capital and control operational costs
SME_332,Agriculture,16854286,33233108,16684388,18978,Compliant,1.07,0.25,0.88,2.63,7.92,65.0,Medium Risk,Optimize working capital and control operational costs
SME_333,Logistics,9360935,17434897,14324285,661,Delayed,0.53,0.49,4.01,3.66,-5.17,17.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_334,Services,24944321,22806697,16986160,2472,Delayed,2.68,0.68,2.04,2.94,7.04,85.0,Low Risk,Eligible for growth investment or working capital loan
SME_335,Agriculture,36749378,27564021,11214102,86,Delayed,2.58,1.41,0.73,0.9,1.5,62.0,Medium Risk,Optimize working capital and control operational costs
SME_336,Services,38283647,36009212,18138519,10704,Non-Compliant,1.05,1.63,3.46,3.4,-3.59,41.0,Medium Risk,Optimize working capital and control operational costs
SME_337,Services,19199351,25168424,16553464,6219,Non-Compliant,2.7,0.59,3.58,0.75,1.29,24.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_338,Manufacturing,15605101,21600624,7964443,16322,Compliant,3.24,1.39,2.91,4.05,-0.67,93.0,Low Risk,Eligible for growth investment or working capital loan
SME_339,Logistics,41076287,1242186,19671316,14749,Non-Compliant,0.65,1.16,3.86,4.95,19.36,96.0,Low Risk,Eligible for growth investment or working capital loan
SME_340,Agriculture,43342925,29953638,1197162,6968,Delayed,1.04,0.71,3.34,1.95,-8.77,1.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_341,Retail,9497354,14978363,1046161,19157,Non-Compliant,2.7,0.22,3.98,2.28,14.7,67.0,Medium Risk,Optimize working capital and control operational costs
SME_342,E-commerce,41406639,27059117,4688482,13596,Compliant,1.18,1.51,2.01,0.33,20.43,59.0,Medium Risk,Optimize working capital and control operational costs
SME_343,Retail,28668643,44894354,8348022,1700,Non-Compliant,2.3,2.12,3.39,0.17,9.23,43.0,Medium Risk,Optimize working capital and control operational costs
SME_344,Logistics,30177043,41070787,14911560,2700,Delayed,0.56,0.83,4.5,4.61,27.26,95.0,Low Risk,Eligible for growth investment or working capital loan
SME_345,E-commerce,2462165,24403801,6983604,11821,Delayed,1.75,0.57,3.29,0.73,18.32,47.0,Medium Risk,Optimize working capital and control operational costs
SME_346,Logistics,8485620,39493349,10168293,18031,Compliant,2.67,2.68,0.6,2.28,19.92,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_347,Services,1111213,1524905,18674717,5520,Non-Compliant,2.5,0.97,2.38,4.1,-2.12,81.0,Low Risk,Eligible for growth investment or working capital loan
SME_348,E-commerce,49849430,37060390,4754619,11510,Non-Compliant,2.91,0.83,2.68,4.46,21.09,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_349,Services,25027791,30455020,6465377,3687,Non-Compliant,3.11,2.6,0.87,2.65,23.28,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_350,Retail,38295793,5959277,6129439,16980,Delayed,2.77,2.49,4.34,2.87,4.45,75.0,Low Risk,Eligible for growth investment or working capital loan
SME_351,Retail,35893865,32755047,9061826,8837,Compliant,2.45,1.46,0.87,3.38,-1.47,90.0,Low Risk,Eligible for growth investment or working capital loan
SME_352,E-commerce,32212006,20435300,4902059,14955,Non-Compliant,0.4,1.57,0.88,4.81,5.4,96.0,Low Risk,Eligible for growth investment or working capital loan
SME_353,E-commerce,7069632,15715296,11049806,11281,Delayed,2.01,0.81,4.13,3.05,19.58,82.0,Low Risk,Eligible for growth investment or working capital loan
